date,blt,db,meitan,day,rs,ss,ds,epu,cpind,cphb,var1,vix,wti,shibor,er,stock
2014-4-28,109.3,106.29,570,28-Apr-14,4.5134,-0.295588,-0.336172,69.15,28.347153,24.49,2014-4-28,13.97,100.9,2.46,6.25,-1.62
2014-4-29,110,105.3,570,29-Apr-14,-2.08318,-0.377883,0.477319,107.95,27.821978,24.25,2014-4-29,13.71,101.08,2.64,6.26,0.84
2014-4-30,108.5,104.5,570,30-Apr-14,-2.87256,-0.773709,-0.989737,114.32,25.981511,24.36,2014-4-30,13.41,99.77,2.28,6.26,0.3
2014-5-5,,104.7,570,5-May-14,2.00657,-0.671314,0.535288,159.75,28.023765,24.19,2014-5-5,13.29,99.41,2.37,6.25,0.05
2014-5-6,108.5,103.9,570,6-May-14,3.27654,-0.166809,0.861514,90.35,26.259477,23.83,2014-5-6,13.8,99.69,2.37,6.23,0.03
2014-5-7,108.3,103.6,570,7-May-14,-3.25406,0.484061,0.372892,164.6,26.204382,23.77,2014-5-7,13.4,100.74,2.37,6.23,-0.89
2014-5-8,108.4,104.1,570,8-May-14,-0.568253,1.14542,-2.30255,129.05,29.458972,23.73,2014-5-8,13.43,100.15,2.23,6.23,0.26
2014-5-9,108.3,105,570,9-May-14,-4.49196,0.021579,-0.636879,107.22,30.060551,23.73,2014-5-9,12.92,100.04,2.22,6.23,-0.21
2014-5-12,108.1,104.4,570,12-May-14,-6.45175,0.00894,0.068211,176.33,28.060993,23.62,2014-5-12,12.23,100.62,2.32,6.24,2.08
2014-5-13,108.9,,570,13-May-14,-2.04822,0.759466,0.213883,124.1,27.243068,23.6,2014-5-13,12.13,101.74,2.4,6.23,-0.1
2014-5-14,109.9,105.7,570,14-May-14,-0.647973,0.664487,-0.429564,127.32,34.556774,23.72,2014-5-14,12.17,102.15,2.4,6.23,-0.14
2014-5-15,109.8,105.8,570,15-May-14,7.01446,0.034662,-0.18284,135.46,25.117548,24.01,2014-5-15,13.17,101.52,2.39,6.23,-1.12
2014-5-16,111.2,105.8,570,16-May-14,-5.90656,1.00272,-1.24816,81.14,27.97719,23.96,2014-5-16,12.44,102.03,2.37,6.23,0.08
2014-5-19,110.7,106.5,570,19-May-14,-1.3101,0.224353,0.279447,185.55,27.038351,23.95,2014-5-19,12.42,102.61,2.4,6.24,-1.05
2014-5-20,110.4,106.1,560,20-May-14,3.38587,0.319245,0.114939,146.94,34.762079,24.03,2014-5-20,12.96,102.79,2.47,6.24,0.15
2014-5-21,111.2,106.6,560,21-May-14,-8.91861,0.902684,-0.189498,101.24,24.818849,23.81,2014-5-21,11.91,104.3,2.45,6.23,0.84
2014-5-22,111.3,107,560,22-May-14,-0.445865,0.168756,-0.302475,90.94,35.288741,24.31,2014-5-22,12.03,104.29,2.51,6.24,-0.18
2014-5-23,110.8,106.9,560,23-May-14,-6.63052,1.12474,-1.24792,96.69,33.970525,23.9,2014-5-23,11.36,105,2.43,6.24,0.66
2014-5-27,110.1,106.8,560,27-May-14,-0.11885,-1.19036,0.477203,182.32,29.779808,23.89,2014-5-27,11.51,104.18,2.54,6.25,-0.34
2014-5-30,109.1,106.3,560,30-May-14,-1.95536,-2.97068,1.81025,119.36,29.44742,23.91,2014-5-30,11.4,102.75,2.57,6.25,-0.07
2014-6-3,109.1,105.9,560,3-Jun-14,2.90678,-0.090733,0.39333,94.45,25.703959,23.93,2014-6-3,11.87,102.77,2.64,6.25,-0.02
2014-6-4,109.2,105.7,560,4-Jun-14,1.02542,-0.242895,0.068177,82.42,26.047598,23.98,2014-6-4,12.08,102.52,2.6,6.25,-0.68
2014-6-5,108.3,104.5,555,5-Jun-14,-4.16584,-0.261569,-0.04003,147.19,53.51617,23.94,2014-6-5,11.68,102.57,2.58,6.25,0.79
2014-6-6,108.8,105.4,555,6-Jun-14,-9.68973,0.054585,-0.733777,134.09,47.630656,23.62,2014-6-6,10.73,102.82,2.59,6.25,-0.54
2014-6-9,110.3,105.1,555,9-Jun-14,2.07164,1.42537,0.31064,272.71,33.038879,23.73,2014-6-9,11.15,104.41,2.63,6.24,0.03
2014-6-10,109.1,105.7,555,10-Jun-14,-2.38829,0.375024,-0.780099,93.9,52.18467,23.68,2014-6-10,10.99,104.38,2.57,6.23,1.09
2014-6-11,109.8,106,555,11-Jun-14,4.14644,-0.893187,1.63807,100.28,30.490453,23.64,2014-6-11,11.6,104.48,2.59,6.23,0.12
2014-6-12,112.2,107,555,12-Jun-14,7.23934,1.12568,1.72013,99.7,40.006998,23.52,2014-6-12,12.56,106.53,2.6,6.22,-0.16
2014-6-13,112.8,109.6,555,13-Jun-14,-3.3861,-0.483706,0.413698,116.8,42.689949,23.39,2014-6-13,12.18,106.66,2.64,6.21,0.93
2014-6-16,113.3,109.2,550,16-Jun-14,2.73727,-0.120705,0.510108,161.72,46.429938,23.39,2014-6-16,12.65,106.76,2.7,6.23,0.74
2014-6-17,113.9,108.8,550,17-Jun-14,-5.34909,-0.274929,-0.789006,92.7,43.621127,22.86,2014-6-17,12.06,106.27,2.61,6.23,-0.92
2014-6-18,114.3,110,550,18-Jun-14,-14.0055,-0.506968,-0.88,104.5,50.552855,22.89,2014-6-18,10.61,106.16,2.68,6.23,-0.54
2014-6-19,115.3,110.5,550,19-Jun-14,-1.96908,-0.257161,0.659077,129.36,40.301009,22.92,2014-6-19,10.62,106.62,2.7,6.23,-1.55
2014-6-20,114.5,110.7,550,20-Jun-14,0.823653,0.203524,0.876042,101.74,59.648868,22.92,2014-6-20,10.85,107.53,2.81,6.23,0.15
2014-6-23,113.1,111.2,550,23-Jun-14,0.100082,-0.953007,0.206671,94.34,46.316439,22.91,2014-6-23,10.98,106.7,2.9,6.23,-0.11
2014-6-24,113.7,109.8,550,24-Jun-14,8.85613,1.83757,-1.70994,123.15,62.257373,23.11,2014-6-24,12.13,106.54,2.97,6.23,0.47
2014-6-25,,110.1,545,25-Jun-14,-4.859,0.385391,-0.124046,96.58,50.899842,23.05,2014-6-25,11.59,107.27,3.01,6.23,-0.41
2014-6-26,112.4,109.9,545,26-Jun-14,-0.924646,-1.44641,-0.205261,121.61,53.701191,22.73,2014-6-26,11.63,105.66,4.2,6.23,0.65
2014-6-27,112.1,109.7,545,27-Jun-14,-4.25083,0.179506,-0.6143,105.89,56.622698,22.62,2014-6-27,11.26,105.71,3,6.22,-0.11
2014-6-30,111,109.2,545,30-Jun-14,1.40888,-0.539228,0.420446,99.67,40.84841,22.74,2014-6-30,11.57,105.4,3.01,6.21,0.58
2014-7-1,110.5,109.2,545,1-Jul-14,-4.58496,0.127754,-0.738298,120.64,30.961581,22.78,2014-7-1,11.15,105.32,3,6.2,0.1
2014-7-2,109.9,109.2,545,2-Jul-14,-4.35752,-0.522792,-0.958132,101.37,34.145416,22.91,2014-7-2,10.82,104.36,3.05,6.21,0.44
2014-7-3,109,107.7,540,3-Jul-14,-6.14877,-0.621325,-0.474417,126.03,24.659406,22.88,2014-7-3,10.32,103.84,3.2,6.21,0.19
2014-7-7,108.9,107.4,535,7-Jul-14,7.68574,0.390575,-0.250279,118.96,30.03581,22.95,2014-7-7,11.33,103.46,3,6.2,0.03
2014-7-8,107.7,106.9,535,8-Jul-14,5.02332,0.078553,0.457068,124.47,45.931795,23.22,2014-7-8,11.98,103.54,3.28,6.2,0.2
2014-7-9,107.1,106.1,535,9-Jul-14,-3.36702,-1.70504,0.168108,87.35,40.599315,23.25,2014-7-9,11.65,102.21,3.42,6.2,-1.23
2014-7-10,105.9,105.7,535,10-Jul-14,6.59591,1.31025,-0.103935,117.65,42.386779,23.28,2014-7-10,12.59,102.98,3.37,6.2,-0.01
2014-7-11,105.3,105.9,535,11-Jul-14,-4.48251,-1.43107,-1.56453,135.78,42.096951,23.64,2014-7-11,12.08,100.65,3.34,6.2,0.42
2014-7-14,104.7,104.7,530,14-Jul-14,-3.31382,-0.281866,0.501237,124.64,34.045586,24.01,2014-7-14,11.82,101.04,3.35,6.21,0.96
2014-7-15,103.1,104.7,530,15-Jul-14,0.054773,-0.554447,-0.844533,102.83,38.561535,24.14,2014-7-15,11.96,99.84,3.3,6.21,0.18
2014-7-16,105.4,105,530,16-Jul-14,-9.25162,0.268759,0.504641,108.94,25.050352,24.01,2014-7-16,11,101.24,3.26,6.2,-0.15
2014-7-17,105.9,105,530,17-Jul-14,26.2247,2.8633,1.17897,100.86,23.7014,23.95,2014-7-17,14.54,103.09,3.3,6.2,-0.57
2014-7-18,106.3,105.7,530,18-Jul-14,-17.463,-0.149444,-1.64109,129.27,24.273201,23.9,2014-7-18,12.06,103.01,3.29,6.21,0.17
2014-7-21,105.3,104.7,530,21-Jul-14,4.09081,1.78101,0.354304,101.27,23.515974,23.54,2014-7-21,12.81,104.85,3.26,6.21,-0.22
2014-7-22,106.1,106,525,22-Jul-14,-5.00827,-1.44785,0.156309,91.89,23.478456,23.62,2014-7-22,12.24,103.89,3.25,6.2,1.02
2014-7-23,106.8,105.1,525,23-Jul-14,-7.19856,2.46207,-0.156765,81.97,25.164378,23.53,2014-7-23,11.52,106.96,3.4,6.2,0.14
2014-7-24,105.9,106,525,24-Jul-14,1.31072,-1.54679,0.268824,124.64,17.3605,21.31,2014-7-24,11.84,105.46,3.36,6.19,1.28
2014-7-25,106.5,105.8,525,25-Jul-14,6.09981,0.771978,0.012097,87.2,20.855616,22.78,2014-7-25,12.69,105.82,3.34,6.19,1.02
2014-7-28,106.2,,515,28-Jul-14,-1.38701,-3.21975,-1.10208,135.35,22.862654,22.74,2014-7-28,12.56,101.72,3.3,6.19,2.41
2014-7-29,106.5,106.2,515,29-Jul-14,4.72859,-1.19544,0.936367,103.58,27.188295,23.87,2014-7-29,13.28,100.91,3.25,6.18,0.24
2014-7-30,106.5,106.2,515,30-Jul-14,0.052479,-0.519462,-0.609597,191.46,23.60589,23.5,2014-7-30,13.33,99.93,3.3,6.17,-0.09
2014-8-1,103,104.6,510,1-Aug-14,23.8942,-0.673426,0.010652,157.07,27.274597,23.43,2014-8-1,17.03,97.5,3.21,6.18,-0.74
2014-8-5,102.8,103.7,510,5-Aug-14,0.562528,-0.139339,0.070877,123.85,25.97371,23.11,2014-8-5,16.87,97.4,3.3,6.17,-0.15
2014-8-6,103.6,103.1,515,6-Aug-14,-2.96485,-0.57438,-0.151154,125.68,24.38032,23.06,2014-8-6,16.37,96.97,3.09,6.16,-0.11
2014-8-8,103.3,104.7,515,8-Aug-14,-3.98616,-0.11601,0.557207,114.28,35.121547,23.04,2014-8-8,15.77,97.6,3,6.16,0.31
2014-8-11,103.5,103.2,515,11-Aug-14,-10.6881,1.03485,-1.80784,116.84,37.425465,23.01,2014-8-11,14.23,98.05,3,6.15,1.38
2014-8-12,101.7,103,520,12-Aug-14,-1.79861,0.294614,-1.47313,193.16,37.13206,22.54,2014-8-12,14.13,97.37,2.91,6.16,-0.14
2014-8-15,100.8,100.4,520,15-Aug-14,-7.75171,-0.591492,-0.371896,162.53,29.641648,22.82,2014-8-15,13.15,97.11,2.92,6.15,0.92
2014-8-18,98.6,100.5,520,18-Aug-14,-7.63799,-0.609332,-0.828467,94.6,30.166364,22.55,2014-8-18,12.32,96.48,2.9,6.14,0.57
2014-8-19,99.7,99.8,520,19-Aug-14,-2.17806,-2.45794,0.599795,98.03,23.000318,22.56,2014-8-19,12.21,94.76,2.88,6.14,0.26
2014-8-22,100.6,100,520,22-Aug-14,-7.22009,1.35991,-0.864438,104.1,26.684793,22.3,2014-8-22,11.47,95.96,2.84,6.15,0.46
2014-8-25,,100.1,520,25-Aug-14,0.543549,-2.34652,1.56213,126.6,25.485137,22.68,2014-8-25,11.7,94.87,2.9,6.16,-0.51
2014-8-26,101.2,100.8,520,26-Aug-14,-1.51164,-1.14089,-0.0335,93.11,31.306704,22.96,2014-8-26,11.63,93.9,2.87,6.15,-0.99
2014-8-27,100.8,101.2,520,27-Aug-14,0.227646,0.195813,-0.272796,76.64,32.603186,22.59,2014-8-27,11.78,93.89,2.87,6.14,0.11
2014-8-29,101.3,100.3,520,29-Aug-14,0.770284,1.02559,1.38825,71.57,24.429646,23.64,2014-8-29,11.98,95.86,2.95,6.14,0.97
2014-9-2,100.1,100.2,520,2-Sep-14,1.39282,-1.94588,-1.28038,133.44,28.929868,23.73,2014-9-2,12.25,93,2.81,6.15,1.37
2014-9-3,100.9,98.9,520,3-Sep-14,0.154521,2.29094,0.299402,128.95,23.928391,23.87,2014-9-3,12.36,95.39,2.8,6.14,1
2014-9-9,98.4,97.8,525,9-Sep-14,5.78376,0.046162,0.211875,188.84,24.03217,23.88,2014-9-9,13.5,92.7,3,6.14,0
2014-9-10,96.5,97,525,10-Sep-14,-4.91684,-0.896249,-0.862676,129.28,26.015177,24,2014-9-10,12.88,91.62,2.9,6.13,-0.35
2014-9-12,96.3,96.8,525,12-Sep-14,2.28642,1.68881,-1.20256,138.42,27.133896,24.18,2014-9-12,13.31,92.17,2.85,6.13,0.88
2014-9-15,96.4,95.1,525,15-Sep-14,5.4397,0.159646,1.4004,180.68,26.287821,24.01,2014-9-15,14.12,92.97,2.88,6.14,0.31
2014-9-16,97.5,95.2,525,16-Sep-14,-10.4826,1.12601,0.054273,84.45,26.389602,24.28,2014-9-16,12.73,94.84,2.89,6.15,-1.82
2014-9-17,97.7,96.2,525,17-Sep-14,-2.00159,-0.524587,-0.475397,176.91,27.975909,24.26,2014-9-17,12.65,94.16,3.1,6.14,0.49
2014-9-19,96.6,94.6,525,19-Sep-14,-5.22743,-0.606832,-2.0392,127.78,26.019387,24.49,2014-9-19,12.11,92.5,2.86,6.14,0.58
2014-9-22,95.3,94.9,525,22-Sep-14,11.086,0.455574,-0.685926,94.92,27.697331,24.48,2014-9-22,13.69,91.67,2.78,6.14,-1.7
2014-9-23,95.1,94.6,525,23-Sep-14,8.8185,0.922198,0.705079,79.3,25.984739,24.51,2014-9-23,14.93,92.43,2.75,6.14,0.87
2014-9-24,94.6,94.4,525,24-Sep-14,-11.5525,1.80824,-1.1658,163.6,25.293024,24.49,2014-9-24,13.27,94.11,2.72,6.13,1.47
2014-9-26,95.3,94.1,525,26-Sep-14,9.92061,-0.536141,0.748952,104.83,27.556445,24.55,2014-9-26,14.85,93.47,2.68,6.13,0.11
2014-9-29,95.8,94,525,29-Sep-14,7.62186,0.544473,1.51196,66.74,26.060198,24.84,2014-9-29,15.98,94.57,2.55,6.15,0.43
2014-9-30,94.8,94.6,525,30-Sep-14,2.38164,-2.05398,-1.7005,119.38,25.58163,24.99,2014-9-30,16.31,91.28,2.95,6.14,0.26
2014-10-10,88.8,88,525,10-Oct-14,24.1257,0.884123,-5.82423,80.06,30.639413,25.79,2014-10-10,21.24,85.86,2.45,6.13,-0.62
2014-10-14,86.5,87.9,530,14-Oct-14,9.14033,-0.293309,-4.91358,111,31.345351,25.83,2014-10-14,22.79,81.83,2.65,6.12,-0.28
2014-10-15,84.2,83.7,530,15-Oct-14,15.4912,-1.97226,3.46891,109.21,27.692151,25.78,2014-10-15,26.25,81.49,2.5,6.13,0.6
2014-10-17,85.1,85.1,530,17-Oct-14,-15.591,-0.054305,1.00585,109.01,30.019667,25.52,2014-10-17,21.99,83.09,2.46,6.12,-0.65
2014-10-20,84.5,84,535,20-Oct-14,-17.1648,-0.767567,-1.09212,141.22,27.742238,25.73,2014-10-20,18.57,82.85,2.38,6.12,0.66
2014-10-21,85.4,83.1,535,21-Oct-14,-15.1956,-1.44974,1.23451,113.74,26.77194,25.62,2014-10-21,16.08,83.43,2.4,6.12,-0.72
2014-10-22,86.5,,535,22-Oct-14,9.50219,-0.604774,-1.57611,123.04,32.0524,24.6,2014-10-22,17.87,81.34,2.44,6.12,-0.56
2014-10-28,85.7,83.9,535,28-Oct-14,-20.914,-0.90423,-0.834189,146.76,26.402255,25.07,2014-10-28,14.39,81.39,2.52,6.11,2.07
2014-11-3,84.8,82.3,545,3-Nov-14,0.640754,-4.28968,0.567681,103.23,32.954413,25.52,2014-11-3,14.73,78.3,2.57,6.12,0.41
2014-11-4,82.3,80.3,545,4-Nov-14,0.775286,0.723324,-2.67346,93.34,28.363929,25.28,2014-11-4,14.89,77.21,2.56,6.12,0.03
2014-11-5,83,78.7,545,5-Nov-14,-5.22489,0.59717,1.41674,82.2,34.112147,25.29,2014-11-5,14.17,78.87,2.59,6.11,-0.47
2014-11-7,83.2,79.2,545,7-Nov-14,-8.4666,-2.58597,2.14285,77.66,26.510974,24.93,2014-11-7,13.12,78.68,2.62,6.12,-0.32
2014-11-10,82.6,80.2,550,10-Nov-14,-4.6583,-0.354742,-2.19517,64.1,32.953715,25,2014-11-10,12.67,77.36,2.7,6.12,2.3
2014-11-14,76.8,73.4,550,14-Nov-14,2.34477,-1.22997,-1.32295,109.08,27.21921,24.32,2014-11-14,13.31,75.97,2.52,6.13,-0.27
2014-11-17,77,74.2,550,17-Nov-14,4.51835,0.219775,-0.563757,166.03,31.569773,24.43,2014-11-17,13.99,75.56,2.7,6.12,-0.19
2014-11-18,77.4,75.1,550,18-Nov-14,-1.13405,-1.87619,0.365368,197.42,26.235298,24.45,2014-11-18,13.86,74.45,2.55,6.12,-0.71
2014-11-19,77.3,74.3,550,19-Nov-14,0.145703,-0.641808,0.821331,62.37,24.822412,24.3,2014-11-19,13.96,74.46,2.9,6.12,-0.22
2014-11-24,79.3,76.8,550,24-Nov-14,-10.5669,0.157922,1.10279,97.89,30.638613,24.15,2014-11-24,12.62,75.85,2.67,6.14,1.85
2014-11-25,77.6,75.6,550,25-Nov-14,-4.37468,-0.921411,-2.48885,155.64,25.914155,24,2014-11-25,12.25,73.97,2.66,6.14,1.37
2014-11-26,77.5,74.2,550,26-Nov-14,-2.57521,1.11829,-2.09315,97.01,26.100499,24.16,2014-11-26,12.07,73.75,3.8,6.14,1.43
2014-12-1,70.9,65.9,550,1-Dec-14,15.8611,0.436346,-7.16929,110.38,30.317051,24.26,2014-12-1,14.29,69.21,2.6,6.15,-0.1
2014-12-2,71.2,68.8,555,2-Dec-14,-10.0676,-3.6356,-0.379377,122.31,25.897807,24.21,2014-12-2,12.85,67.07,3.2,6.15,3.11
2014-12-3,70.2,68,555,3-Dec-14,-4.32293,-1.03204,1.26756,78.52,29.901666,24.21,2014-12-3,12.47,67.28,2.68,6.15,0.58
2014-12-5,68,66,555,5-Dec-14,-6.39859,0.52645,-4.36729,106.74,26.817159,24.22,2014-12-5,11.82,65.7,2.7,6.15,1.32
2014-12-8,65.7,65.2,555,8-Dec-14,17.1025,-0.286602,-3.14155,164.73,28.504885,23.84,2014-12-8,14.21,63.11,2.66,6.17,2.81
2014-12-9,66.1,62.4,555,9-Dec-14,5.29024,-0.403951,2.33196,175.83,28.831439,24.39,2014-12-9,14.89,63.77,2.7,6.19,-5.43
2014-12-10,63.2,62.7,555,10-Dec-14,21.8798,-2.22672,-0.751314,205.16,28.194531,24.29,2014-12-10,18.53,60.99,2.7,6.18,2.93
2014-12-12,61.6,59.8,555,12-Dec-14,14.4958,-4.80615,0.503055,205.58,28.580734,24.31,2014-12-12,21.08,57.73,2.69,6.19,0.42
2014-12-15,61,59.4,555,15-Dec-14,-1.69749,-2.61098,-1.80326,149.86,27.613502,24.29,2014-12-15,20.42,55.54,2.88,6.19,0.52
2014-12-16,60.4,56.3,555,16-Dec-14,14.7485,-1.25922,3.91204,104.93,27.184647,24.15,2014-12-16,23.57,55.93,2.71,6.19,2.31
2014-12-17,60,55.8,560,17-Dec-14,-17.474,-3.58708,3.37873,214.56,28.739467,24.31,2014-12-17,19.44,56.16,3.2,6.2,1.31
2014-12-19,59.2,55.4,560,19-Dec-14,-17.156,-0.599513,2.63453,157.2,30.305552,24.09,2014-12-19,16.49,57.75,3.8,6.22,1.67
2014-12-23,59,56,560,23-Dec-14,-11.9204,-0.90564,-1.66147,119.01,27.372737,24.12,2014-12-23,14.8,57.02,3.61,6.23,-3.03
2014-12-24,58.6,57.3,560,24-Dec-14,-4.01538,-1.42111,-1.80716,106.35,30.697221,24.07,2014-12-24,14.37,55.61,3.5,6.22,-1.98
2014-12-29,57.7,55.7,560,29-Dec-14,4.03337,-4.21098,0.9918,97.82,25.256583,24.15,2014-12-29,15.06,53.58,3.5,6.22,0.33
2014-12-30,55.8,53,550,30-Dec-14,5.5152,0.99248,-0.310017,89.29,25.023181,24.08,2014-12-30,15.92,53.77,3.43,6.2,-0.07
2015-1-5,51.3,51.4,545,5-Jan-15,12.1531,-1.73762,-4.20455,127.88,32.616266,24.06,2015-1-5,19.92,49.95,3.15,6.22,3.58
2015-1-7,49.1,45.9,545,7-Jan-15,-1.91859,-0.871322,-2.71312,148.71,31.822474,24.08,2015-1-7,19.31,48.56,2.86,6.21,0.67
2015-1-8,49.3,47.3,545,8-Jan-15,-12.4391,-2.13966,1.62495,123.59,28.65538,24.25,2015-1-8,17.01,48.61,2.86,6.21,-2.39
2015-1-9,47.7,47.2,545,9-Jan-15,2.38924,-0.54855,0.24406,120.9,26.765071,24.18,2015-1-9,17.55,48.36,2.76,6.21,-0.24
2015-1-12,46.8,45.4,545,12-Jan-15,11.307,-2.17888,-2.51333,132.88,26.416858,24.12,2015-1-12,19.6,46.01,3.3,6.2,-1.71
2015-1-13,45.2,42.6,545,13-Jan-15,5.87893,0.548507,0.062724,181.19,29.634468,24.19,2015-1-13,20.56,46.09,2.66,6.2,0.19
2015-1-14,45.7,42.1,545,14-Jan-15,5.26475,3.5078,1.48188,145.98,30.847438,24.11,2015-1-14,21.48,48.11,2.75,6.2,-0.4
2015-1-16,47.2,43.9,545,16-Jan-15,-1.53481,-1.14182,2.04852,134.69,29.42393,24.04,2015-1-16,20.95,48.4,2.63,6.21,1.2
2015-1-20,46.9,44,545,20-Jan-15,-4.71285,-4.02311,-0.935211,187.3,29.314796,24.04,2015-1-20,19.89,46.33,2.8,6.21,1.82
2015-1-21,46.9,44.2,545,21-Jan-15,-5.22237,-0.174237,1.98108,180.53,29.77535,24.1,2015-1-21,18.85,47.17,3,6.21,4.74
2015-1-23,47,45.2,545,23-Jan-15,-12.3736,-4.13194,-0.98476,211.39,29.936961,24.1,2015-1-23,16.66,45.35,2.78,6.23,0.25
2015-1-26,46.3,44,545,26-Jan-15,-7.8743,-1.61729,0.676491,137.58,30.66382,24.07,2015-1-26,15.52,45.14,2.9,6.25,0.94
2015-1-27,46.9,43.7,545,27-Jan-15,9.70051,1.23181,1.69724,176.97,32.408119,24.09,2015-1-27,17.22,45.98,2.73,6.24,-0.89
2015-1-28,47.6,45,545,28-Jan-15,17.8028,-0.726214,-1.75283,135,29.230016,24.08,2015-1-28,20.44,44.43,2.72,6.25,-1.41
2015-2-2,52.3,49.1,545,2-Feb-15,-3.46061,6.36609,5.56825,202.12,31.056032,24.19,2015-2-2,19.43,49.6,2.93,6.26,-2.56
2015-2-3,54.8,53.1,545,3-Feb-15,-11.2737,4.12798,1.44153,133.12,34.491828,24.16,2015-2-3,17.33,52.74,2.98,6.26,2.45
2015-2-4,54.9,54.4,545,4-Feb-15,4.99441,-6.47773,-1.32088,112.55,25.998323,24.2,2015-2-4,18.33,48.75,3,6.25,-0.96
2015-2-6,56.7,54.7,540,6-Feb-15,-5.30769,5.31042,1.03714,114.44,33.129104,24.1,2015-2-6,17.29,52.05,2.87,6.24,-1.93
2015-2-9,57.2,54.8,540,9-Feb-15,6.78026,1.32586,0.715474,254.97,32.174764,24.03,2015-2-9,18.55,52.78,2.94,6.25,0.62
2015-2-10,55.8,55.2,540,10-Feb-15,-6.7072,-4.67651,-0.858845,128.24,30.653912,24.07,2015-2-10,17.23,50.3,2.9,6.24,1.5
2015-2-11,54,54.6,540,11-Feb-15,-1.92866,-1.80692,-0.917996,100.72,26.255498,24.11,2015-2-11,16.96,49.13,3.5,6.24,0.51
2015-2-13,60.1,57.2,540,13-Feb-15,-14.4649,4.83053,1.69195,118.01,28.298815,24.13,2015-2-13,14.69,52.84,3.21,6.24,0.96
2015-3-3,61.4,57.5,525,3-Mar-15,2.65039,2.25364,0.091228,110.73,24.621978,23.58,2015-3-3,13.86,50.37,3.4,6.27,-2.2
2015-3-4,59.2,58,525,4-Mar-15,2.29459,2.78433,0.014362,130.15,30.875403,23.34,2015-3-4,14.23,51.72,3.4,6.27,0.51
2015-3-6,59.4,58.3,520,6-Mar-15,6.30112,-2.1566,-1.93424,127.67,28.215267,24.79,2015-3-6,15.2,49.63,3.42,6.26,-0.22
2015-3-9,58.5,56.8,520,9-Mar-15,-0.799617,1.69209,-1.24633,173.49,25.979836,24.65,2015-3-9,15.06,50.03,3.38,6.26,1.89
2015-3-10,55.8,55.6,520,10-Mar-15,9.94067,-1.59395,-0.758722,65.44,29.511324,24.91,2015-3-10,16.69,48.59,3.4,6.26,-0.49
2015-3-11,56.5,54.1,520,11-Mar-15,1.66658,-1.6488,1.26268,59.77,26.257873,23.71,2015-3-11,16.87,48.22,3.38,6.26,0.15
2015-3-13,54.4,54.3,520,13-Mar-15,-5.18296,-6.10292,-1.34261,132.74,35.802249,26.52,2015-3-13,16,45.08,3.4,6.26,0.7
2015-3-16,52,51.8,520,16-Mar-15,-2.91608,-3.76635,1.10956,109.64,30.401097,25.98,2015-3-16,15.61,43.9,3.46,6.26,2.26
2015-3-17,51.6,51.2,520,17-Mar-15,-0.053212,-1.25915,-0.540715,153.62,27.164543,26.57,2015-3-17,15.66,43.18,3.36,6.25,1.55
2015-3-18,52.7,50.7,520,18-Mar-15,-11.608,1.03443,1.85364,123.56,28.515037,26.06,2015-3-18,13.97,44.67,3.37,6.23,2.13
2015-3-20,53.9,51.7,510,20-Mar-15,-8.24072,2.1482,-1.56474,122.97,26.106393,25.93,2015-3-20,13.02,45.38,3.3,6.21,0.98
2015-3-24,53.8,53.6,510,24-Mar-15,3.33101,4.50595,-0.98313,156.88,28.9581,26.14,2015-3-24,13.62,47,3.27,6.21,0.1
2015-3-25,54.3,52.9,510,25-Mar-15,12.1987,1.65204,3.22132,157.45,26.686296,25.9,2015-3-25,15.44,48.56,3.2,6.21,-0.83
2015-3-27,56.6,54.8,500,27-Mar-15,-1.8955,0.308216,-0.847134,76.69,24.686013,23.35,2015-3-27,15.07,48.47,3.25,6.22,0.24
2015-3-30,54.4,53.2,500,30-Mar-15,-4.18869,-1.24451,1.49513,179.35,24.296868,22.14,2015-3-30,14.51,48.6,4,6.21,2.59
2015-3-31,54,53.4,500,31-Mar-15,4.59411,-1.44548,-0.312945,124.82,30.67189,25.83,2015-3-31,15.29,47.63,3.18,6.2,-1.02
2015-4-7,57.6,55.3,485,7-Apr-15,-0.295384,3.47306,-0.178028,117.18,28.62682,23.73,2015-4-7,14.78,53.85,2.85,6.2,2.52
2015-4-8,56.4,56.1,485,8-Apr-15,-5.91866,-5.12144,-1.74159,87.22,24.834301,23.74,2015-4-8,13.98,50.71,2.71,6.2,0.84
2015-4-10,57,54.8,480,10-Apr-15,-11.3976,0.632936,0.66994,127.32,29.660604,25.86,2015-4-10,12.58,51.76,2.53,6.21,1.94
2015-4-13,57.1,57.7,475,13-Apr-15,8.80695,0.978102,-0.127363,105.16,27.211529,25.28,2015-4-13,13.94,51.88,2.45,6.22,2.17
2015-4-14,57.5,57.3,470,14-Apr-15,-1.90135,0.972865,1.87311,132.99,26.361778,25.39,2015-4-14,13.67,53.25,2.35,6.21,0.34
2015-4-15,58.9,58.1,465,15-Apr-15,-6.92033,3.12162,1.37635,133.19,26.096903,25.28,2015-4-15,12.84,55.84,2.35,6.21,-1.24
2015-4-17,61.8,60.9,465,17-Apr-15,6.73122,0.881355,-0.364758,139.39,30.751252,24.73,2015-4-17,13.89,55.9,2.31,6.2,2.2
2015-4-20,61.2,61,455,20-Apr-15,-4.4233,0.417767,-0.038983,147.11,28.032137,25.52,2015-4-20,13.3,56.32,2.13,6.2,-1.64
