date,blt,db,meitan,day,rs,ss,ds,epu,cpind,cphb,var1,vix,wti,shibor,er,stock
2018-8-3,72.4,71.9,617,3-Aug-18,-5.95741,1.14019,-1.64879,112.53,11.371266,25.2,2018-8-3,11.64,68.49,2.2,6.86,-1
2018-8-6,72.6,72.2,618,6-Aug-18,-4.55597,0.282208,0.131485,168.01,25.11627,25.43,2018-8-6,11.27,69.01,1.83,6.84,-1.29
2018-8-7,72.7,72.7,623,7-Aug-18,-4.38681,0.155559,-0.361242,173.32,25.934428,26.44,2018-8-7,10.93,69.17,1.66,6.83,2.74
2018-8-8,70.5,73.3,631,8-Aug-18,-2.12757,-2.38653,-1.37725,156.08,27.991873,28.06,2018-8-8,10.85,66.94,2.6,6.83,-1.27
2018-8-9,70.6,,640,9-Aug-18,2.52507,0.190916,-0.277621,138.1,28.738671,28.85,2018-8-9,11.27,66.81,1.65,6.83,1.83
2018-8-10,71.3,70.5,647,10-Aug-18,14.6167,0.264673,2.61541,65.4,28.008951,29.58,2018-8-10,13.16,67.63,1.83,6.86,0.03
2018-8-13,71,71.3,647,13-Aug-18,11.8718,0.185348,0.073302,70.27,28.515979,28.86,2018-8-13,14.78,67.2,2.12,6.88,-0.34
2018-8-14,71.1,71.8,649,14-Aug-18,-10.0799,-0.558844,-0.60348,176,28.867569,28.94,2018-8-14,13.31,67.04,2.36,6.88,-0.18
2018-8-15,68.9,70.7,649,15-Aug-18,8.29401,0.537552,-3.84277,147.13,27.531072,29.37,2018-8-15,14.64,65.01,2.35,6.9,-2.08
2018-8-16,69.8,69.7,648,16-Aug-18,-8.32718,0.356132,-0.41574,117.75,28.006846,28.98,2018-8-16,13.45,65.46,2.49,6.9,-0.66
2018-8-17,70.6,70.4,645,17-Aug-18,-7.30613,0.689136,-0.748179,69.96,28.582136,29.19,2018-8-17,12.64,65.91,2.63,6.88,-1.34
2018-8-20,70.8,70.8,641,20-Aug-18,-2.38769,0.175559,0.516938,99.56,28.708688,28.91,2018-8-20,12.49,66.43,2.63,6.85,1.11
2018-8-21,71.3,71.1,637,21-Aug-18,1.99748,0.521554,1.25585,95.94,28.264299,27.14,2018-8-21,12.86,67.35,2.6,6.84,1.31
2018-8-22,73.2,,636,22-Aug-18,-5.43503,-0.355125,0.85842,78.09,29.590856,28.35,2018-8-22,12.25,67.86,2.55,6.85,-0.7
2018-8-23,73.8,73.1,636,23-Aug-18,0.137394,-0.025362,-0.041643,105.03,27.062534,27.24,2018-8-23,12.41,67.83,2.38,6.87,0.37
2018-8-24,75.1,74.1,638,24-Aug-18,-4.22594,0.540635,0.532995,144.41,27.991137,28.01,2018-8-24,11.99,68.72,2.39,6.88,0.18
2018-8-27,,74.3,645,27-Aug-18,0.266205,-0.20831,0.540326,129.85,27.324881,27.42,2018-8-27,12.16,68.87,2.37,6.82,1.89
2018-8-28,76,75.1,647,28-Aug-18,1.92958,-0.050463,-0.411293,56.66,26.575694,26.59,2018-8-28,12.5,68.53,2.42,6.81,-0.1
2018-8-29,75.9,74.3,647,29-Aug-18,-2.67394,0.675334,0.660768,84.3,26.540939,26.98,2018-8-29,12.25,69.51,2.38,6.82,-0.31
2018-8-30,76.9,75.8,647,30-Aug-18,8.94826,0.850233,1.10819,93.44,26.681467,27.3,2018-8-30,13.53,70.25,2.27,6.84,-1.14
2018-8-31,77.5,75.8,647,31-Aug-18,-5.09338,-0.024962,-1.31733,83.03,23.881655,26.95,2018-8-31,12.86,69.8,2.4,6.83,-0.46
2018-9-4,77.5,76.9,645,4-Sep-18,1.29352,0.485065,-0.397039,126.08,27.076273,27.18,2018-9-4,13.16,69.87,2.2,6.83,1.1
2018-9-5,76.9,75.8,645,5-Sep-18,4.9839,-1.34838,0.05678,91.46,27.176986,27.27,2018-9-5,13.91,68.72,2.3,6.84,-1.68
2018-9-6,75.6,75.4,647,6-Sep-18,4.9965,0.340374,-1.75972,91.37,21.880449,25.97,2018-9-6,14.65,67.77,2.5,6.83,-0.47
2018-9-7,75.5,74.8,649,7-Sep-18,1.50696,0.470642,-0.523741,77.89,22.915947,27.28,2018-9-7,14.88,67.75,2.6,6.84,0.4
2018-9-10,76.6,75.9,651,10-Sep-18,-5.18496,-0.241621,-0.624292,82.51,24.838797,25.19,2018-9-10,14.16,67.54,2.6,6.87,-1.21
2018-9-11,77.9,76.3,655,11-Sep-18,-7.63608,1.72652,0.214515,104.75,13.537679,27.06,2018-9-11,13.22,69.25,2.58,6.86,-0.18
2018-9-12,79.2,77.4,655,12-Sep-18,-1.70422,0.960101,0.627024,72.85,25.6,25.6,2018-9-12,13.14,70.37,2.5,6.87,-0.33
2018-9-13,77.6,77.1,655,13-Sep-18,-6.78613,-2.37728,-0.928618,119.55,25.100204,25.1,2018-9-13,12.37,68.59,2.53,6.85,1.15
2018-9-14,77.8,76.4,653,14-Sep-18,-3.67325,0.326832,-0.063233,54.02,30.940932,29.24,2018-9-14,12.07,68.99,2.48,6.85,-0.18
2018-9-17,78.3,76.5,652,17-Sep-18,11.4309,-0.321577,1.34609,81.95,24.612505,27.04,2018-9-17,13.68,68.91,2.47,6.87,-1.11
2018-9-18,79.1,75.8,649,18-Sep-18,-6.55997,0.596299,0.299938,100.29,29.882173,26.9,2018-9-18,12.79,69.85,2.7,6.86,1.82
2018-9-19,79.2,77.1,650,19-Sep-18,-9.59817,2.20362,-1.48026,64.3,18.14687,27.33,2018-9-19,11.75,71.12,2.56,6.85,1.14
2018-9-20,78.8,77.6,651,20-Sep-18,-1.1009,-0.930124,-0.395435,122.29,25.64269,27.85,2018-9-20,11.8,70.32,3.42,6.85,-0.06
2018-9-21,78.8,77.4,654,21-Sep-18,-2.01288,-0.008441,0.617628,89.48,25.050798,27.97,2018-9-21,11.68,70.78,2.45,6.84,2.5
2018-9-25,82.4,79.7,656,25-Sep-18,1.15357,-0.397334,0.944094,250.56,28.728656,27.69,2018-9-25,12.42,72.28,2.54,6.88,-0.58
2018-9-26,81.7,80.1,658,26-Sep-18,2.99613,-0.150831,-0.808545,121.81,23.817453,27.98,2018-9-26,12.89,71.57,2.58,6.87,0.92
2018-9-27,81.8,80.5,659,27-Sep-18,-4.30274,0.646971,-0.298632,84.24,27.554368,27.84,2018-9-27,12.41,72.12,2.3,6.88,-0.54
2018-9-28,83.6,80,663,28-Sep-18,-3.42121,1.63664,-0.469189,82.77,21.859117,27.91,2018-9-28,12.12,73.25,2.46,6.88,1.06
2018-10-8,84,81.6,669,8-Oct-18,5.67603,0.278032,0.08064,80.92,20.624286,28.26,2018-10-8,15.69,74.29,2.53,6.91,-3.72
2018-10-9,85.2,82.9,672,9-Oct-18,1.81343,0.111653,1.59328,190.03,3.8783508,28.3,2018-10-9,15.95,74.96,2.5,6.92,0.17
2018-10-10,83.9,83,679,10-Oct-18,36.4042,0.326485,0.3903,138.85,3.351485,26.85,2018-10-10,22.96,73.17,2.36,6.92,0.18
2018-10-11,81.3,80.6,681,11-Oct-18,11.4888,-1.04247,-1.4824,113.82,15.413697,28.16,2018-10-11,24.98,70.97,2.34,6.93,-5.22
2018-10-12,80.9,79.4,686,12-Oct-18,-14.1491,0.030758,-0.784226,151.48,23.909125,29.98,2018-10-12,21.31,71.34,2.44,6.92,0.91
2018-10-15,81,79.3,688,15-Oct-18,-0.3007,1.48957,-0.171738,135.16,8.8391484,28.49,2018-10-15,21.3,71.78,2.38,6.93,-1.49
2018-10-16,81,78.8,692,16-Oct-18,-18.3687,0.376664,-0.532645,109.45,13.348899,28.42,2018-10-16,17.62,71.92,2.26,6.92,-0.85
2018-10-17,80.5,80.2,694,17-Oct-18,-2.26606,-1.67729,-2.02499,95.7,16.41354,28.34,2018-10-17,17.4,69.75,2.35,6.92,0.6
2018-10-18,80.2,78.4,695,18-Oct-18,14.1759,-1.25696,0.925241,129.8,16.820006,27.6,2018-10-18,20.06,68.65,2.46,6.94,-2.94
2018-10-19,80.6,77.9,693,19-Oct-18,0.483393,2.3568,-2.12548,96.04,16.10028,28.9,2018-10-19,19.89,69.12,2.4,6.93,2.58
2018-10-22,80.3,78.8,690,22-Oct-18,-0.796559,1.51526,-0.569449,151.86,12.151168,29.36,2018-10-22,19.64,69.17,2.45,6.94,4.09
2018-10-23,78.1,77.8,685,23-Oct-18,5.66129,-1.51289,-2.71366,137.24,14.335049,29.3,2018-10-23,20.71,66.43,2.45,6.94,-2.26
2018-10-24,77.6,74.4,681,24-Oct-18,20.6345,4.85966,-2.02516,124.73,12.825198,29.62,2018-10-24,25.23,66.82,2.39,6.94,0.33
2018-10-25,77.6,75,673,25-Oct-18,-1.75505,-0.530521,1.44904,148.31,22.957074,31.45,2018-10-25,24.22,67.33,2.1,6.95,0.02
2018-10-26,77.6,75.4,669,26-Oct-18,0.595881,1.12479,-0.918493,77.21,16.261128,30.92,2018-10-26,24.16,67.59,2.02,6.95,-0.19
2018-10-29,77.8,76,667,29-Oct-18,3.19284,1.36309,-2.50813,155.71,18.471924,30.62,2018-10-29,24.7,67.04,1.85,6.96,-2.18
2018-10-30,75.8,76.2,666,30-Oct-18,-4.42057,-3.24817,2.0413,120.97,19.502315,29.05,2018-10-30,23.35,66.18,6.5,6.96,1.02
2018-10-31,75.5,75.7,665,31-Oct-18,-8.93393,-1.91222,-0.148451,119.02,14.68978,30.89,2018-10-31,21.23,65.31,2.48,6.97,1.35
2018-11-1,71.7,73.4,667,1-Nov-18,-9.2661,-3.22668,-0.019657,155.7,28.357848,28.9,2018-11-1,19.34,63.69,2.55,6.95,0.13
2018-11-2,71.4,71.7,668,2-Nov-18,0.66945,0.942256,-2.28009,225.33,23.664641,29.88,2018-11-2,19.51,63.14,2.48,6.89,2.7
2018-11-5,72.3,71.2,672,5-Nov-18,2.7098,-1.78812,2.43914,167.84,16.038197,27.83,2018-11-5,19.96,63.1,2.44,6.93,-0.41
2018-11-6,70.2,,672,6-Nov-18,0.363893,-1.16843,-0.317842,166.6,24.324698,29,2018-11-6,19.91,62.21,2.5,6.91,-0.23
2018-11-7,70.2,70.6,670,7-Nov-18,-19.1747,-2.21674,-0.179622,106.65,18.631735,25.96,2018-11-7,16.36,61.67,2.09,6.93,-0.68
2018-11-8,69.6,71.6,669,8-Nov-18,0.923865,1.09218,-3.4287,79.28,18.267813,25.97,2018-11-8,16.72,60.67,2.01,6.93,-0.22
2018-11-9,68,69.3,666,9-Nov-18,3.7991,-1.0114,0.61701,88.72,18.780807,30.35,2018-11-9,17.36,60.19,2.04,6.94,-1.39
2018-11-12,69,70.7,661,12-Nov-18,16.6994,1.55066,-0.940282,107.55,16.910748,28.08,2018-11-12,20.45,59.93,2.3,6.97,1.22
2018-11-13,65.1,68.5,654,13-Nov-18,-0.584905,-5.37974,-2.59209,115.66,17.393477,28.08,2018-11-13,20.02,55.69,2.46,6.95,0.93
2018-11-14,64.7,64.5,651,14-Nov-18,6.38197,0.848699,0.785307,64.37,23.501789,27.92,2018-11-14,21.25,56.25,2.35,6.95,-0.85
2018-11-15,65.6,65.4,651,15-Nov-18,-5.15817,-1.07035,1.31193,80.47,20.396008,28.23,2018-11-15,19.98,56.46,2.3,6.94,1.36
2018-11-16,65.6,66.5,650,16-Nov-18,-9.52886,-0.3479,-0.514681,102.91,17.080896,27.16,2018-11-16,18.14,56.46,2.68,6.95,0.41
2018-11-19,64.5,66.2,649,19-Nov-18,9.8711,0.962633,0.377755,134.64,20.986562,29.24,2018-11-19,20.1,56.76,2.85,6.94,0.91
2018-11-20,62.3,65.5,649,20-Nov-18,12.2649,-3.22994,-2.43719,21.72,20.645033,29,2018-11-20,22.48,53.43,2.61,6.94,-2.13
2018-11-21,61.9,62.7,650,21-Nov-18,-6.25364,0.541299,1.50801,74.41,17.090498,29,2018-11-21,20.8,54.63,2.62,6.94,0.21
2018-11-23,57.7,61.1,654,23-Nov-18,3.5727,-5.1512,-3.35128,105.33,22.379357,32.64,2018-11-23,21.52,50.42,2.33,6.94,-2.49
2018-11-26,59.6,59.2,656,26-Nov-18,-12.118,1.62224,0.904844,130.69,10.167056,30.05,2018-11-26,18.9,51.63,2.48,6.94,-0.14
2018-11-27,59.4,59.1,657,27-Nov-18,0.191413,0.953886,-0.357907,119.94,9.1960976,27.38,2018-11-27,19.02,51.56,2.3,6.95,-0.04
2018-11-28,58.4,60.2,657,28-Nov-18,-2.4924,-3.03205,1.71028,92.24,11.372911,31.71,2018-11-28,18.49,50.29,2.5,6.96,1.05
2018-11-29,58.6,58.3,656,29-Nov-18,1.70407,1.61665,0.984131,93.21,16.54164,29.24,2018-11-29,18.79,51.45,2.2,6.95,-1.32
2018-11-30,57.3,59,652,30-Nov-18,-3.51196,0.394712,-0.729916,128.17,12.701833,27.2,2018-11-30,18.07,50.93,6.5,6.94,0.81
2018-12-3,60.3,61.2,649,3-Dec-18,-9.48173,1.88726,1.60592,163.03,17.068821,29.29,2018-12-3,16.44,52.95,2.49,6.89,2.57
2018-12-4,61.1,61.5,647,4-Dec-18,22.5921,2.55948,-0.379959,138.12,15.199403,29.89,2018-12-4,20.74,53.25,2.35,6.84,0.42
2018-12-6,57.3,59.8,642,6-Dec-18,4.08664,-2.02885,-1.33645,112.27,24.242433,32.42,2018-12-6,21.19,51.49,5,6.88,-1.68
2018-12-7,61.6,58.4,641,7-Dec-18,10.047,2.402,0.628377,110.7,16.047795,29.08,2018-12-7,23.23,52.61,2.4,6.88,0.03
2018-12-10,60.1,60.2,641,10-Dec-18,-1.1101,-0.7292,-1.80027,84.04,12.122794,28.19,2018-12-10,22.64,51,2.3,6.91,-0.82
2018-12-11,59.7,58.3,641,11-Dec-18,-3.25671,1.29918,-0.39018,65.23,15.471288,30.73,2018-12-11,21.76,51.65,2.1,6.9,0.37
2018-12-12,60.2,59.3,640,12-Dec-18,-0.916178,-1.11065,1.0391,80.72,8.6262904,29,2018-12-12,21.46,51.15,2.5,6.89,0.31
2018-12-13,59.3,58.8,637,13-Dec-18,-3.26739,3.07879,-0.760513,113.81,17.413884,28.69,2018-12-13,20.65,52.58,2.51,6.87,1.23
2018-12-14,59.2,59.7,634,14-Dec-18,4.9715,-0.297638,-2.56735,123.15,16.141586,28.75,2018-12-14,21.63,51.2,2.65,6.9,-1.53
2018-12-17,58.2,59,631,17-Dec-18,13.5044,-0.961889,-0.825126,303.61,15.537811,28.93,2018-12-17,24.52,49.88,2.55,6.9,0.16
2018-12-18,55.5,57.2,628,18-Dec-18,6.04872,-5.97902,-1.48582,119.27,15.50567,28.71,2018-12-18,25.58,46.24,4.8,6.89,-0.82
2018-12-19,55.8,55.2,624,19-Dec-18,1.46736,2.63348,-0.627945,49.77,15.521494,28.63,2018-12-19,25.58,47.2,6.5,6.9,-1.05
2018-12-20,53,54.5,618,20-Dec-18,11.5724,-0.842235,-1.45363,146.51,18.123886,30.38,2018-12-20,28.38,45.88,2.57,6.9,-0.52
2018-12-21,51.2,53.6,613,21-Dec-18,7.99593,0.407725,-0.584075,123.13,14.926582,28.14,2018-12-21,30.11,45.59,2.51,6.9,-0.79
2018-12-24,,,605,24-Dec-18,20.0729,-3.70349,-2.22407,112.79,14.667098,28.96,2018-12-24,36.07,42.53,2.5,6.9,0.43
2018-12-26,,49.5,597,26-Dec-18,-13.8412,2.9972,6.5804,78.57,10.110913,30.68,2018-12-26,30.41,46.22,1.96,6.88,-0.26
2018-12-27,51.6,53.1,597,27-Dec-18,-0.798423,-4.07546,0.569133,85.23,14.396042,29.57,2018-12-27,29.96,44.61,1.7,6.87,-0.61
2018-12-28,50.2,52.9,599,28-Dec-18,-4.10145,2.83261,-2.00576,116.01,18.250064,28.63,2018-12-28,28.34,45.33,1.35,6.87,0.44
2019-1-2,53.9,51.9,605,2-Jan-19,-8.57592,1.32144,1.76307,235.05,10.322142,29.99,2019-1-2,23.22,46.54,2.35,6.85,-1.15
2019-1-3,53.2,53.2,608,3-Jan-19,9.48374,1.53007,0.439081,434.73,16.431177,29.99,2019-1-3,25.45,47.09,2,6.87,-0.04
2019-1-4,55.5,55.6,611,4-Jan-19,-15.7602,-0.508804,2.66605,110.08,10.889475,29.38,2019-1-4,21.38,47.96,1.76,6.86,2.05
2019-1-7,57,56.8,613,7-Jan-19,-0.251009,0.077658,1.97295,94.86,5.6419338,28.64,2019-1-7,21.4,48.52,1.85,6.85,0.72
2019-1-8,56.9,56.2,613,8-Jan-19,-3.8292,2.09901,0.850498,241.64,5.7943484,28.6,2019-1-8,20.47,49.78,1.54,6.86,-0.26
2019-1-9,59.6,58.1,610,9-Jan-19,-2.14541,3.32687,1.96764,86.82,16.731038,28.22,2019-1-9,19.98,52.36,1.9,6.83,0.71
2019-1-10,60.5,59.6,606,10-Jan-19,-2.11367,0.057107,0.250626,150.83,18.881001,28.75,2019-1-10,19.5,52.59,1.74,6.78,-0.36
2019-1-11,59.5,61.2,602,11-Jan-19,-6.69763,-0.984144,-1.88041,110.28,24.54439,31.11,2019-1-11,18.19,51.59,1.87,6.75,0.74
2019-1-14,59,58.9,603,14-Jan-19,4.51719,-2.36057,0.722601,128,18.565929,28.61,2019-1-14,19.07,50.51,2.07,6.76,-0.71
2019-1-15,58.7,58.6,605,15-Jan-19,-1.88831,2.79379,0.200407,184.53,18.843477,28.36,2019-1-15,18.6,52.11,2.25,6.75,1.36
2019-1-16,59.9,60.1,609,16-Jan-19,2.48534,0.359759,0.241127,99,19.106955,30.68,2019-1-16,19.04,52.31,2.27,6.76,0
2019-1-17,59.9,60,612,17-Jan-19,-4.80642,-1.23177,0.487893,255.98,34.472964,35.14,2019-1-17,18.06,52.07,2.25,6.77,-0.42
2019-1-18,62,61.1,615,18-Jan-19,-1.5595,2.12727,1.27665,54.95,19.991432,28.94,2019-1-18,17.8,53.8,2,6.77,1.42
2019-1-22,61,61.4,616,22-Jan-19,15.6284,-0.221675,-1.18223,330.14,17.805471,28.76,2019-1-22,20.8,52.57,2.35,6.81,-1.18
2019-1-23,61,61.3,614,23-Jan-19,-4.8329,1.45451,-1.5259,169.91,6.2726573,30.74,2019-1-23,19.52,52.62,2.59,6.79,0.05
2019-1-24,61.1,60.4,613,24-Jan-19,-3.18901,1.55842,0.279993,104.99,12.121937,28.05,2019-1-24,18.89,53.13,2.1,6.79,0.41
2019-1-25,61.5,61.2,610,25-Jan-19,-7.99391,-0.216583,0.807999,99.94,15.015086,28.13,2019-1-25,17.42,53.69,2.2,6.76,0.39
2019-1-28,59.7,60.3,608,28-Jan-19,7.59551,-2.41391,-0.318461,53.05,18.135981,28.79,2019-1-28,18.87,51.99,2.1,6.74,-0.18
2019-1-29,61.4,59.5,607,29-Jan-19,2.13786,1.98551,0.84475,130.79,18.088842,28.25,2019-1-29,19.13,53.31,2.08,6.73,-0.1
2019-1-30,62.3,60.9,607,30-Jan-19,-7.52685,1.09854,1.29852,86.92,11.230057,28.26,2019-1-30,17.66,54.23,2,6.71,-0.72
2019-1-31,62.2,61.8,607,31-Jan-19,-6.7063,-0.793265,-0.711918,45.43,17.004257,29.6,2019-1-31,16.57,53.79,2,6.71,0.35
2019-2-1,62.1,60.9,607,1-Feb-19,-3.08032,2.6414,-0.261086,141.06,16.595,28.71,2019-2-1,16.14,55.26,2,6.74,1.3
2019-2-11,61.3,62,607,11-Feb-19,1.17132,-1.4577,1.19335,184.37,18.320117,30.99,2019-2-11,15.97,52.41,6,6.78,1.36
2019-2-12,62.6,62.2,610,12-Feb-19,-3.50146,0.680264,0.430624,227.36,15.126585,28.9,2019-2-12,15.43,53.1,1.9,6.78,0.68
2019-2-13,63.5,63.4,615,13-Feb-19,0.976397,-0.003447,1.98121,102.81,15.766912,27.83,2019-2-13,15.65,53.9,1.72,6.76,1.84
2019-2-14,63.9,65.3,620,14-Feb-19,3.451,0.180104,1.27957,83.42,17.035437,26.65,2019-2-14,16.22,54.41,1.65,6.77,-0.05
2019-2-15,65.8,65.1,625,15-Feb-19,-8.30191,0.810702,0.867189,56.46,19.201226,28.52,2019-2-15,14.91,55.59,1.7,6.78,-1.37
2019-2-19,65.9,66.5,628,19-Feb-19,-1.02601,1.00827,-0.275246,171.24,17.392762,27.64,2019-2-19,14.88,56.09,1.97,6.77,0.05
2019-2-20,66.86,66.35,628,20-Feb-19,-6.33471,1.513,-0.704707,51.41,18.109103,31.47,2019-2-20,14.02,56.92,1.84,6.72,0.2
2019-2-21,67,67.1,626,21-Feb-19,2.22631,1.79212,-2.0162,47.35,16.258798,28.42,2019-2-21,14.46,56.96,2.03,6.71,-0.34
2019-2-22,67.1,67.2,624,22-Feb-19,-7.05119,0.278962,-0.403088,128.79,19.208493,28.5,2019-2-22,13.51,57.26,2.3,6.72,1.91
2019-2-25,64.2,66.9,625,25-Feb-19,8.45237,-3.26217,0.926155,83.19,20.998455,26.12,2019-2-25,14.85,55.48,2.8,6.69,5.6
2019-2-26,64.4,64.6,629,26-Feb-19,2.32955,0.562824,-0.47762,225.93,25.595587,27.13,2019-2-26,15.17,55.5,6.5,6.7,-0.67
2019-2-27,65.4,65.3,633,27-Feb-19,-3.27147,2.49189,-0.260734,127.15,20.897389,28.3,2019-2-27,14.7,56.94,2.68,6.68,0.42
2019-2-28,65.1,66,637,28-Feb-19,-0.008784,1.71089,-1.5926,211.18,19.564302,28.62,2019-2-28,14.78,57.22,2.59,6.69,-0.44
2019-3-1,63.9,66.6,642,1-Mar-19,-8.87762,-3.7821,0.727053,55.62,17.454971,28.37,2019-3-1,13.57,55.8,2.13,6.71,1.8
2019-3-4,64.6,65.3,653,4-Mar-19,6.41565,0.926485,1.20748,84.17,25.733748,30.81,2019-3-4,14.63,56.59,2.2,6.7,1.12
2019-3-5,64.4,65.7,657,5-Mar-19,0.782171,0.687243,-0.901485,241.45,20.131515,28.52,2019-3-5,14.74,56.56,2.2,6.7,0.88
2019-3-6,64.3,65.8,661,6-Mar-19,6.26945,0.775806,-1.18329,138.78,29.117203,29.43,2019-3-6,15.74,56.22,2.02,6.71,1.57
2019-3-7,64.6,66.5,663,7-Mar-19,5.47426,1.39668,-0.286621,171.8,27.655825,29.25,2019-3-7,16.59,56.66,2.2,6.71,0.14
2019-3-8,63.5,65.8,663,8-Mar-19,-3.00622,1.60713,-3.71822,119.48,19.822464,29.29,2019-3-8,16.05,56.07,2.06,6.73,-4.4
2019-3-11,65.4,67.1,659,11-Mar-19,-11.6414,0.089633,0.35173,120.77,18.703049,28.86,2019-3-11,14.33,56.79,7.5,6.73,1.92
2019-3-12,65.7,67.2,655,12-Mar-19,-5.12018,-0.748262,0.607115,133.64,21.699141,29.11,2019-3-12,13.77,56.87,2.36,6.71,1.1
2019-3-13,66.2,67.5,652,13-Mar-19,-3.48504,1.30619,1.0473,74.82,21.729655,27.83,2019-3-13,13.41,58.26,2.25,6.71,-1.09
2019-3-14,66.3,68.2,650,14-Mar-19,-0.135276,0.370418,0.248199,170.65,26.455851,28.52,2019-3-14,13.5,58.61,6,6.72,-1.2
2019-3-15,66.4,67.8,648,15-Mar-19,-5.28166,0.037688,-0.790445,159.42,21.084541,28.56,2019-3-15,12.88,58.52,2.6,6.71,1.04
2019-3-18,66.9,67.4,646,18-Mar-19,0.673594,-0.471333,1.87731,94.27,20.919593,27.89,2019-3-18,13.1,59.09,3.06,6.71,2.47
2019-3-19,67.5,67.9,645,19-Mar-19,2.84237,0.233901,-0.182981,86.82,21.825708,28.28,2019-3-19,13.56,59.03,2.8,6.72,-0.18
2019-3-20,68.4,67.9,645,20-Mar-19,2.1632,-0.120136,2.05528,71.26,20.225546,28.02,2019-3-20,13.91,59.83,2.82,6.7,-0.01
2019-3-21,68.3,68.5,651,21-Mar-19,-2.39406,-0.364924,0.522738,70.68,21.51772,28.38,2019-3-21,13.63,59.98,2.95,6.69,0.35
2019-3-22,66.6,67.6,651,22-Mar-19,18.2929,0.788787,-1.27716,104.98,20.383309,28.44,2019-3-22,16.48,59.04,2.62,6.71,0.09
2019-3-25,67.1,66.5,650,25-Mar-19,0.161287,-0.628513,0.311187,87.86,21.15773,28.25,2019-3-25,16.33,58.82,2.5,6.71,-1.97
2019-3-26,67.9,67.2,650,26-Mar-19,-10.7175,0.581923,0.592683,94.08,17.632107,26.07,2019-3-26,14.68,59.94,2.6,6.71,-1.51
2019-3-27,67.7,67.5,650,27-Mar-19,2.13743,-0.66463,-0.108475,257.06,20.825931,28.53,2019-3-27,15.15,59.41,2.1,6.72,0.86
2019-3-28,66.6,66.7,649,28-Mar-19,-5.00864,-0.165964,-0.543845,156.49,20.359667,28.4,2019-3-28,14.43,59.3,7,6.73,-0.92
2019-3-29,68.2,67.3,649,29-Mar-19,-5.82532,1.9143,-1.24805,157.73,18.132122,30.52,2019-3-29,13.71,60.14,2.7,6.72,3.2
2019-4-1,69.3,68.4,648,1-Apr-19,-3.17781,1.51579,0.767798,136.85,20.399049,27.7,2019-4-1,13.4,61.59,7,6.71,2.58
2019-4-2,69.67,68.88,648,2-Apr-19,-1.08614,2.61386,-1.44038,97.03,21.002183,27.13,2019-4-2,13.36,62.58,2.7,6.72,0.2
2019-4-3,69.3,69.7,649,3-Apr-19,2.13856,0.922523,-1.24787,52.89,17.0911,28.93,2019-4-3,13.74,62.46,1.66,6.71,1.24
2019-4-4,69.9,68.9,652,4-Apr-19,-1.56549,-1.20308,0.615927,123.44,17.166424,28.66,2019-4-4,13.58,62.1,1.8,6.72,0.94
2019-4-8,71.3,70.4,655,8-Apr-19,1.6675,1.67405,0.639287,72.97,20.837081,28.1,2019-4-8,13.18,64.4,1.44,6.72,-0.05
2019-4-9,70.96,70.7,657,9-Apr-19,7.48424,0.440522,-0.701755,57.14,21.526921,28.46,2019-4-9,14.28,63.98,1.8,6.71,-0.16
2019-4-10,71.02,70.17,660,10-Apr-19,-7.07376,0.103174,0.400927,176.48,19.360246,27.41,2019-4-10,13.3,64.61,2.48,6.72,0.07
2019-4-11,71.23,70.74,661,11-Apr-19,-3.17459,-0.978359,-1.14439,40.73,21.471375,28.52,2019-4-11,13.02,63.58,2.4,6.72,-1.6
2019-4-12,71.72,70.31,661,12-Apr-19,-8.9367,-2.63111,3.08533,100.26,21.010051,31.33,2019-4-12,12.01,63.89,2.65,6.71,-0.04
2019-4-15,70.94,70.56,658,15-Apr-19,1.12074,0.155448,-1.1052,198.48,19.075754,34.27,2019-4-15,12.32,63.4,3.05,6.71,-0.34
2019-4-16,71.03,70.42,655,16-Apr-19,-1.88421,0.793205,0.07553,94.6,13.538438,29.25,2019-4-16,12.18,64.05,7.5,6.71,2.39
2019-4-17,71.39,71.41,653,17-Apr-19,2.4338,-0.619915,0.418752,153.72,15.566999,29.57,2019-4-17,12.6,63.76,2.7,6.69,0.29
2019-4-18,71.04,71.24,651,18-Apr-19,-4.73363,0.682222,-0.884311,261.11,22.371104,29.53,2019-4-18,12.09,64,7.5,6.7,-0.4
2019-4-22,,73.67,647,22-Apr-19,1.54162,0.561459,2.75423,159.5,21.150228,29.39,2019-4-22,12.42,65.7,2.55,6.71,-1.7
2019-4-23,73.83,73.89,646,23-Apr-19,-1.82794,1.11352,-0.470535,88.99,21.353278,29.52,2019-4-23,12.28,66.3,2.83,6.72,-0.51
2019-4-24,73.94,73.91,645,24-Apr-19,5.83734,0.271326,-0.602397,127.56,20.461514,28.93,2019-4-24,13.14,65.89,7.5,6.72,0.09
2019-4-25,74.46,74.74,645,25-Apr-19,0.551039,-0.474001,-0.697777,64.29,21.215115,28.43,2019-4-25,13.25,65.21,2.82,6.74,-2.43
2019-4-26,71.35,73.73,645,26-Apr-19,-4.59032,-1.77802,-2.00636,49.2,23.470391,29.78,2019-4-26,12.73,63.3,2.4,6.74,-1.2
2019-4-29,71.8,71.11,647,29-Apr-19,1.9334,0.364868,0.094325,50.71,19.137444,29.5,2019-4-29,13.11,63.5,1.9,6.74,-0.77
